"cycle.number"	"Ns"	"time.s"	"X.I..mA"	"Ecell.V"	"Q.discharge.mA.h"	"Q.charge.mA.h"	"dq.mA.h"	"X.Q.Qo..mA.h"	"Capacity.mA.h"	"Energy.charge.W.h"	"Energy.discharge.W.h"	"X"
0	1	7201,89034207142	-0,104874055021475	1,7421552	5,37710230052471e-05	0	-3,90364556676812e-06	-5,37710230052471e-05	5,37710230052471e-05	0	1,01669734878787e-07	NA
0	1	7202,03634207835	-0,104874719107185	1,7270789	5,80242757043905e-05	0	-4,25325269914336e-06	-5,80242757043905e-05	5,80242757043905e-05	0	1,09015437934123e-07	NA
0	1	7202,18834208557	-0,104872033900875	1,7120028	6,24522062349651e-05	0	-4,42793053057459e-06	-6,24522062349651e-05	6,24522062349651e-05	0	1,16596067197924e-07	NA
0	1	7202,34634209308	-0,104853608203944	1,6968873	6,7054114813606e-05	0	-4,60190857864088e-06	-6,70541148136059e-05	6,7054114813606e-05	0	1,24404987212383e-07	NA
0	1	7202,50834210077	-0,104862816986061	1,6815748	7,1772941802111e-05	0	-4,71882698850499e-06	-7,17729418021109e-05	7,1772941802111e-05	0	1,32340047863137e-07	NA
0	1	7202,67434210866	-0,10488177804563	1,66642	7,66091573528118e-05	0	-4,83621555070082e-06	-7,66091573528118e-05	7,66091573528118e-05	0	1,40399214098485e-07	NA
0	1	7202,84434211673	-0,104887343256278	1,6513832	8,15621710196138e-05	0	-4,95301366680198e-06	-8,15621710196137e-05	8,15621710196138e-05	0	1,48578537466743e-07	NA
0	1	7203,02234212519	-0,104884676760088	1,636307	8,67481358390716e-05	0	-5,1859648194578e-06	-8,67481358390715e-05	8,67481358390716e-05	0	1,57064368008353e-07	NA
0	1	7203,21034213412	-0,104887367733159	1,6210339	9,22255875253015e-05	0	-5,47745168622997e-06	-9,22255875253015e-05	9,22255875253015e-05	0	1,65943502915338e-07	NA
0	1	7203,40834214352	-0,10486970870589	1,6059577	9,79934217780829e-05	0	-5,76783425278134e-06	-9,79934217780828e-05	9,79934217780829e-05	0	1,75206401014154e-07	NA
0	1	7203,6183421535	-0,104864607666664	1,5909209	0,000104110524182518	0	-6,11710240443548e-06	-0,000104110524182518	0,000104110524182518	0	1,84938227230597e-07	NA
0	1	7203,84034216404	-0,104882399562148	1,5758448	0,000110578272462719	0	-6,46774828020069e-06	-0,000110578272462719	0,000110578272462719	0	1,9513039449741e-07	NA
0	1	7204,07634217525	-0,104889638854334	1,5606898	0,000117454371336434	0	-6,87609887371461e-06	-0,000117454371336434	0,000117454371336434	0	2,05861851921115e-07	NA
0	1	7204,32234218693	-0,104881093618353	1,5456136	0,000124621246407429	0	-7,16687507099576e-06	-0,000124621246407429	0,000124621246407429	0	2,16939071833659e-07	NA
0	1	7204,58634219947	-0,104875424015891	1,5304587	0,000132312111200558	0	-7,69086479312844e-06	-0,000132312111200558	0,000132312111200558	0	2,28709622680196e-07	NA
0	1	7204,86634221277	-0,104877916212404	1,5152251	0,000140469282848968	0	-8,15717164840963e-06	-0,000140469282848967	0,000140469282848968	0	2,4106957352213e-07	NA
0	1	7205,16434222693	-0,104902805065721	1,5000309	0,000149152904347413	0	-8,68362149844567e-06	-0,000149152904347413	0,000149152904347413	0	2,54095273878401e-07	NA
0	1	7205,47234224156	-0,104857340119117	1,4849546	0,000158124032761488	0	-8,97112841407458e-06	-0,000158124032761488	0,000158124032761488	0	2,67416992244292e-07	NA
0	1	7205,80434225732	-0,104873952512692	1,4698784	0,000167795742174817	0	-9,67170941332976e-06	-0,000167795742174817	0,000167795742174817	0	2,81633229341836e-07	NA
0	1	7206,15834227414	-0,104875962261956	1,4547629	0,000178108545620408	0	-1,03128034455909e-05	-0,000178108545620408	0,000178108545620408	0	2,96635913557006e-07	NA
0	1	7206,5323422919	-0,104871345991926	1,4396473	0,000189003513749275	0	-1,08949681288666e-05	-0,000189003513749275	0,000189003513749275	0	3,12320825191796e-07	NA
