"CycNr"	"time.s.ch"	"time.s.dc"	"Qch.mAh"	"Qdc.mAh"	"Qch.mAh.g"	"Qdc.mAh.g"	"CE"	"Ewe.endCH"	"Ewe.endDC"	"Edrop.ch"	"Edrop.dc"
72	3893795.92439981	3915664.68900676	1.22156545138112	1.21070731648582	169.86240024767	168.352543486869	0.991111295032924	0.024944143	1.199954	0.903659927	0.0557110000000001
73	3938242.28569822	3960001.74629215	1.21719446769353	1.20473390109124	169.254601639926	167.521921864874	0.989762879364789	0.024944143	1.2000722	0.902281927	0.0570891
74	3982496.2929737	4004168.63955724	1.21186697414318	1.19981471656247	168.513797419618	166.837894258843	0.990054801527015	0.025022887	1.199954	0.900588963	0.0581913999999999
75	4026571.64022788	4048164.28480192	1.20654244060616	1.19541747669874	167.773404798187	166.226444649759	0.990779467399563	0.024904773	1.2001115	0.899092807	0.0587032999999999
76	4070485.81746284	4091976.2860247	1.20180576361323	1.18975949204422	167.114755421432	165.439684633834	0.989976523716451	0.024944143	1.2000327	0.899447187	0.0588213
77	4114209.82867514	4135588.7192237	1.19640176086349	1.1834877319283	166.363312363692	164.567577268762	0.989205942888391	0.025022887	1.199954	0.893895723	0.0595299999999999
78	4157712.23586102	4179000.36627903	1.18995847729604	1.17850832830221	165.467354139754	163.875176013656	0.990377690304078	0.025022887	1.2000327	0.892872073	0.0598056
79	4201052.52119169	4222221.09278905	1.18549852034168	1.17180481438838	164.847183528009	162.94303196668	0.988448989418095	0.025022887	1.1999934	0.891375933	0.0604356000000001
80	4244144.94980121	4265223.16146858	1.17848160626577	1.16685618867192	163.871460233021	162.254910473743	0.990135257494016	0.024983516	1.199954	0.889682954	0.059215
81	4287058.78854897	4308057.12827828	1.17317762716377	1.16242069570084	163.133925768445	161.638141653458	0.990830943913467	0.025062259	1.1999934	0.887241901	0.0597269
82	4329805.63142625	4350679.01925229	1.16791030552176	1.1555240701991	162.401488635439	160.679144851436	0.989394532042316	0.024944143	1.2000327	0.886218297	0.0599631
83	4372332.69247382	4393134.2463555	1.16241247305754	1.15133989875377	161.636998269838	160.09732305552	0.990474487705173	0.024983516	1.2001115	0.883934684	0.0616561
84	4414712.97363506	4435407.55559961	1.15784475985615	1.14553017936111	161.001843823424	159.289463861658	0.989364221420694	0.025062259	1.2000327	0.881847981	0.0618136
85	4456867.36297134	4477434.91303443	1.15141168057202	1.1384913554072	160.107304536191	158.310693931336	0.988778709315854	0.025022887	1.199954	0.881060573	0.0592543999999999
86	4498784.57049138	4519291.79860117	1.1452450132465	1.13516013213377	159.249810644024	157.847477179138	0.991194127897452	0.024904773	1.2000722	0.877753327	0.0598844999999999
87	4540563.66611857	4560965.31431008	1.14069618429242	1.12929355088205	158.617282109771	157.031711170416	0.990003794553374	0.024904773	1.1999934	0.878422637	0.0620499000000001
88	4582149.83189509	4602463.98415452	1.13553530180101	1.12445239434813	157.899645665162	156.358533594957	0.990239926988353	0.024983516	1.2000722	0.874800454	0.0608293999999998
